Auto_Name;Year;Auto_URL;Price;Fuel;HorsePower;Mileage
BMW 3-Series;2019;https://himki.drom.ru/bmw/3-series/50532381.html;2800000;дизель;190;101295
Kia K5;2019;https://moscow.drom.ru/kia/k5/50834139.html;2800000;бензин;160;26000,безпробегапоРФ
Mercedes-Benz S-Class;2013;https://moscow.drom.ru/mercedes-benz/s-class/50129393.html;2850000;бензин;455;159796
Audi A4;2018;https://moscow.drom.ru/audi/a4/50902820.html;2850000;дизель;190;57800
Toyota Camry;2018;https://moscow.drom.ru/toyota/camry/50903242.html;2878000;бензин;181;117800
Mercedes-Benz C-Class;2018;https://moscow.drom.ru/mercedes-benz/c-class/50922384.html;2897000;бензин;150;61500
BMW 3-Series;2020;https://moscow.drom.ru/bmw/3-series/50919652.html;2898000;бензин;184;81671
Mercedes-Benz E-Class;2019;https://moscow.drom.ru/mercedes-benz/e-class/50134814.html;2900000;бензин;197;133000
Toyota Camry;2020;https://moscow.drom.ru/toyota/camry/49794470.html;2925000;бензин;181;52932
Toyota Camry;2020;https://moscow.drom.ru/toyota/camry/50913960.html;2936000;бензин;181;56644
Volvo S60;2019;https://moscow.drom.ru/volvo/s60/50517628.html;2950000;бензин;320;27669
BMW 3-Series;2021;https://moscow.drom.ru/bmw/3-series/50539218.html;2980000;бензин;258;20600
BMW 3-Series;2018;https://moscow.drom.ru/bmw/3-series/50916158.html;2990000;дизель;190;63000
Mercedes-Benz C-Class;2019;https://moscow.drom.ru/mercedes-benz/c-class/50538851.html;2995000;бензин;204;97000
Mazda Mazda6;2020;https://moscow.drom.ru/mazda/mazda6/50903253.html;2997000;бензин;194;58127
BMW 2-Series;2020;https://moscow.drom.ru/bmw/2-series/50912058.html;2999000;бензин;140;34000
BMW 5-Series;2020;https://moscow.drom.ru/bmw/5-series/50912864.html;2999000;бензин;249;102114
ГАЗ 14 Чайка;1985;https://moscow.drom.ru/gaz/gaz-14_chaika/50856999.html;3000000;бензин;220;39316
Volvo S90;2019;https://moscow.drom.ru/volvo/s90/49014996.html;3000000;бензин;190;68783
Kia K5;2021;https://lyubertsy.drom.ru/kia/k5/50678549.html;3000000;бензин;194;48600
Kia K5;2020;https://moscow.drom.ru/kia/k5/50889501.html;3020000;бензин;150;20320,безпробегапоРФ
Toyota Camry;2019;https://moscow.drom.ru/toyota/camry/50903043.html;3070000;бензин;249;89685
Kia K5;2020;https://moscow.drom.ru/kia/k5/50525845.html;3080000;бензин;194;37500
Audi A8;2016;https://moscow.drom.ru/audi/a8/50530504.html;3090000;бензин;435;144311
Hyundai Sonata;2023;https://moscow.drom.ru/hyundai/sonata/50899966.html;3149000;бензин;150;100
Mercedes-Benz C-Class;2018;https://moscow.drom.ru/mercedes-benz/c-class/50922015.html;3187000;бензин;184;56265
Mazda Mazda6;2020;https://moscow.drom.ru/mazda/mazda6/50893556.html;3197000;бензин;194;25992
Mercedes-Benz C-Class;2019;https://moscow.drom.ru/mercedes-benz/c-class/50920576.html;3225000;бензин;184;74700
Toyota Camry;2022;https://moscow.drom.ru/toyota/camry/50903250.html;3277000;бензин;200;20806
Mercedes-Benz E-Class;2016;https://moscow.drom.ru/mercedes-benz/e-class/50891756.html;3287000;бензин;184;66139
Toyota Camry;2022;https://moscow.drom.ru/toyota/camry/50922164.html;3360000;бензин;202;16240,безпробегапоРФ
BMW 5-Series;2020;https://moscow.drom.ru/bmw/5-series/49463263.html;3375000;бензин;184;25639
Toyota Camry;2021;https://moscow.drom.ru/toyota/camry/49742043.html;3375000;бензин;200;18689
Mazda MX-5;2021;https://moscow.drom.ru/mazda/mx-5/50923559.html;3400000;бензин;184;4900
Toyota Camry;2022;https://moscow.drom.ru/toyota/camry/50918833.html;3400000;бензин;204;1200
Toyota Camry;2022;https://moscow.drom.ru/toyota/camry/50914614.html;3400000;бензин;204;117
Toyota Camry;2020;https://moscow.drom.ru/toyota/camry/50899865.html;3449000;бензин;181;41397
BMW 6-Series;2011;https://moscow.drom.ru/bmw/6-series/49804643.html;3450000;бензин;407;69100
Porsche 911;2004;https://moscow.drom.ru/porsche/911/50906917.html;3500000;бензин;320;92000
BMW 5-Series;2018;https://moscow.drom.ru/bmw/5-series/50906325.html;3500000;дизель;190;69000
BMW 7-Series;2018;https://moscow.drom.ru/bmw/7-series/50541584.html;3512000;бензин;326;108800
Volvo S90;2020;https://moscow.drom.ru/volvo/s90/49804347.html;3515000;бензин;190;44494
Mercedes-Benz CLA-Class;2021;https://moscow.drom.ru/mercedes-benz/cla-class/50902835.html;3595000;бензин;150;44014
Mercedes-Benz CLS-Class;2015;https://moscow.drom.ru/mercedes-benz/cls-class/50909176.html;3597000;бензин;333;95000
Mazda Mazda6;2021;https://moscow.drom.ru/mazda/mazda6/50526531.html;3649000;бензин;231;46793
Mercedes-Benz E-Class;2018;https://moscow.drom.ru/mercedes-benz/e-class/50918481.html;3650000;дизель;194;101000,безпробегапоРФ
Audi A4;2021;https://moscow.drom.ru/audi/a4/50542754.html;3699000;бензин;190;20676
Audi A5;2020;https://moscow.drom.ru/audi/a5/50919201.html;3699999;бензин;249;20100
BMW 3-Series;2020;https://ilinskoe.drom.ru/bmw/3-series/50856262.html;3700000;дизель;190;72993
Toyota Camry;2022;https://moscow.drom.ru/toyota/camry/49804091.html;3700000;бензин;200;31
BMW 5-Series;2019;https://moscow.drom.ru/bmw/5-series/50893493.html;3790000;дизель;190;110000
BMW 5-Series;2019;https://moscow.drom.ru/bmw/5-series/50134465.html;3800000;бензин;184;29741
Kia K5;2022;https://moscow.drom.ru/kia/k5/50528464.html;3845000;бензин;194;2582
BMW 3-Series;2020;https://himki.drom.ru/bmw/3-series/50903688.html;3867000;дизель;190;42920
BMW 3-Series;2019;https://moscow.drom.ru/bmw/3-series/50908952.html;3896000;бензин;184;37937
Mazda Mazda6;2022;https://moscow.drom.ru/mazda/mazda6/50142256.html;3950000;бензин;194;14
Toyota Camry;2022;https://himki.drom.ru/toyota/camry/50903689.html;3950000;бензин;209;4646
Mercedes-Benz E-Class;2017;https://moscow.drom.ru/mercedes-benz/e-class/50913381.html;3977000;бензин;184;22834
Mercedes-Benz S-Class;2017;https://moscow.drom.ru/mercedes-benz/s-class/50886724.html;3990000;дизель;249;240000
BMW 5-Series;2019;https://moscow.drom.ru/bmw/5-series/50485475.html;3990000;бензин;184;47500,безпробегапоРФ
Toyota Camry;2022;https://moscow.drom.ru/toyota/camry/50542142.html;4019700;бензин;301;13
Mercedes-Benz C-Class;2017;https://moscow.drom.ru/mercedes-benz/c-class/50908986.html;4037700;бензин;367;31475
Audi A3;2021;https://moscow.drom.ru/audi/a3/49793209.html;4046465;бензин;150;12750
Audi TT;2018;https://moscow.drom.ru/audi/tt/50702551.html;4100000;бензин;245;45000
BMW 3-Series;2021;https://moscow.drom.ru/bmw/3-series/50901692.html;4100000;бензин;156;53000
Kia K5;2022;https://moscow.drom.ru/kia/k5/50897516.html;4124900;бензин;194;23
BMW 7-Series;2018;https://moscow.drom.ru/bmw/7-series/50921782.html;4199000;дизель;320;87080
Mercedes-Benz CLA-Class;2020;https://moscow.drom.ru/mercedes-benz/cla-class/49479574.html;4215000;бензин;306;27871
Kia K900;2019;https://moscow.drom.ru/kia/k900/50917672.html;4250000;бензин;249;21000
Mercedes-Benz E-Class;2019;https://moscow.drom.ru/mercedes-benz/e-class/50908990.html;4345700;бензин;197;17170
BMW 5-Series;2020;https://moscow.drom.ru/bmw/5-series/50902753.html;4500000;дизель;190;52107
Mercedes-Benz SLC-Class;2016;https://moscow.drom.ru/mercedes-benz/slc-class/48528832.html;4530000;бензин;367;9670
BMW 3-Series;2020;https://moscow.drom.ru/bmw/3-series/50528326.html;4549900;бензин;387;94000
Acura TLX;2021;https://moscow.drom.ru/acura/tlx/50530904.html;4550000;бензин;360;14227
BMW 7-Series;2016;https://moscow.drom.ru/bmw/7-series/50901499.html;4690000;дизель;320;80196
Mercedes-Benz E-Class;2021;https://moscow.drom.ru/mercedes-benz/e-class/50914090.html;4800000;бензин;197;79902
Mercedes-Benz E-Class;2021;https://moscow.drom.ru/mercedes-benz/e-class/50701900.html;4850000;дизель;194;110000
BMW 5-Series;2021;https://moscow.drom.ru/bmw/5-series/50526986.html;4875000;дизель;190;30745
Mercedes-Benz E-Class;2021;https://moscow.drom.ru/mercedes-benz/e-class/50893553.html;4877000;дизель;194;95350
BMW 7-Series;2018;https://moscow.drom.ru/bmw/7-series/50923239.html;4964000;дизель;249;69253
Audi A5;2020;https://moscow.drom.ru/audi/a5/50903863.html;4990000;бензин;190;26489
Genesis G80;2021;https://moscow.drom.ru/genesis/g80/50920984.html;5295950;дизель;199;44463
BMW 5-Series;2019;https://moscow.drom.ru/bmw/5-series/50900358.html;5299700;дизель;249;48521
Toyota Camry;2022;https://moscow.drom.ru/toyota/camry/49467391.html;5500000;бензин;301;37
Toyota Camry;2022;https://moscow.drom.ru/toyota/camry/49468874.html;5510000;бензин;301;38
Toyota Camry;2022;https://moscow.drom.ru/toyota/camry/49467385.html;5530000;бензин;301;42
BMW M2;2020;https://moscow.drom.ru/bmw/m2/50678612.html;5700000;бензин;410;18000
BMW 5-Series;2022;https://moscow.drom.ru/bmw/5-series/50923522.html;5700000;бензин;252;11500
Porsche Boxster;2016;https://moscow.drom.ru/porsche/boxster/50517347.html;5790000;бензин;350;43203
Mercedes-Benz E-Class;2019;https://moscow.drom.ru/mercedes-benz/e-class/49204624.html;5790000;дизель;340;35000
Lexus ES300h;2021;https://moscow.drom.ru/lexus/es300h/50907949.html;5850000;бензин;178;34000
BMW 7-Series;2019;https://moscow.drom.ru/bmw/7-series/49383129.html;5856000;дизель;320;69800,безпробегапоРФ
Mercedes-Benz E-Class;2018;https://moscow.drom.ru/mercedes-benz/e-class/50134926.html;6050000;бензин;435;21281
BMW 7-Series;2020;https://moscow.drom.ru/bmw/7-series/50913177.html;6100000;дизель;265;73276
Mercedes-Benz E-Class;2021;https://moscow.drom.ru/mercedes-benz/e-class/50913532.html;6200000;дизель;249;60547
Mercedes-Benz E-Class;2021;https://moscow.drom.ru/mercedes-benz/e-class/50913739.html;6290000;бензин;197;57693
Mercedes-Benz E-Class;2021;https://moscow.drom.ru/mercedes-benz/e-class/50518860.html;6350000;бензин;197;46929
Mercedes-Benz C-Class;2020;https://moscow.drom.ru/mercedes-benz/c-class/46253431.html;6400000;бензин;510;20064
Mercedes-Benz S-Class;2017;https://moscow.drom.ru/mercedes-benz/s-class/50902213.html;6500000;бензин;367;101000
BMW 7-Series;2020;https://moscow.drom.ru/bmw/7-series/50540953.html;6528000;дизель;249;55890
BMW 7-Series;2020;https://moscow.drom.ru/bmw/7-series/50921007.html;6745000;дизель;249;61004
BMW 2-Series;2022;https://moscow.drom.ru/bmw/2-series/50906515.html;6990000;бензин;387;1300
Mercedes-Benz E-Class;2021;https://moscow.drom.ru/mercedes-benz/e-class/47559397.html;7100000;дизель;194;152
Mercedes-Benz S-Class;2015;https://moscow.drom.ru/mercedes-benz/s-class/50473476.html;7290000;бензин;585;57400
BMW 7-Series;2020;https://moscow.drom.ru/bmw/7-series/49801295.html;7465000;дизель;249;19244
Mercedes-Benz C-Class;2021;https://moscow.drom.ru/mercedes-benz/c-class/50517488.html;7700000;бензин;258;1251
BMW 5-Series;2020;https://moscow.drom.ru/bmw/5-series/50900799.html;7800000;бензин;530;24145
Mercedes-Benz S-Class;2018;https://moscow.drom.ru/mercedes-benz/s-class/49892400.html;7877000;бензин;469;124000
Mercedes-Benz E-Class;2018;https://moscow.drom.ru/mercedes-benz/e-class/48541252.html;8350000;бензин;435;48000
Mercedes-Benz S-Class;2016;https://moscow.drom.ru/mercedes-benz/s-class/50823384.html;8500000;бензин;585;75000
BMW M5;2019;https://moscow.drom.ru/bmw/m5/50911288.html;8597000;бензин;625;26768
BMW 7-Series;2021;https://himki.drom.ru/bmw/7-series/49795398.html;9300000;дизель;249;21737
Mercedes-Benz W136;1952;https://moscow.drom.ru/mercedes-benz/w136/50074016.html;9500000;бензин;52;170
Mercedes-Benz S-Class;2017;https://moscow.drom.ru/mercedes-benz/s-class/50133761.html;9550000;бензин;469;39064
Mercedes-Benz S-Class;2018;https://moscow.drom.ru/mercedes-benz/s-class/48966181.html;9950000;бензин;612;49000
Mercedes-Benz S-Class;2018;https://moscow.drom.ru/mercedes-benz/s-class/50913136.html;10800700;бензин;469;24650
BMW M3;2021;https://moscow.drom.ru/bmw/m3/50903082.html;10890000;бензин;510;12989
Mercedes-Benz S-Class;2021;https://moscow.drom.ru/mercedes-benz/s-class/50519600.html;12800000;дизель;249;12000
Audi A8;2021;https://moscow.drom.ru/audi/a8/49869591.html;14165116;бензин;460;20400
Audi R8;2020;https://moscow.drom.ru/audi/r8/50909580.html;15300000;бензин;620;30000
Mercedes-Benz S-Class;2022;https://moscow.drom.ru/mercedes-benz/s-class/50093929.html;16290000;бензин;503;18000,безпробегапоРФ
Mercedes-Benz S-Class;2022;https://moscow.drom.ru/mercedes-benz/s-class/50146284.html;24500000;бензин;503;21
